hits,title,year,authors,key,ee
4005,Topology Optimized Design; Fabrication; and Characterization of a Soft Cable-Driven Gripper.,2018,Feifei Chen & Wenjun Xu 0005 & Hongying Zhang & Yiqiang Wang & Jiawei Cao & Michael Yu Wang & Hongliang Ren 0001 & Jian Zhu 0005 & Y. F. Zhang,journals/ral/ChenXZWCWRZZ18,https://doi.org/10.1109/LRA.2018.2800115
4006,A Practical Method to Cover Evenly a Dynamic Region With a Swarm.,2021,Enrique Teruel & Rosario Aragues & Gonzalo López-Nicolás,journals/ral/TeruelAL21,https://doi.org/10.1109/LRA.2021.3057568
4007,Adaptive Sliding Mode Disturbance Observer Based Robust Control for Robot Manipulators Towards Assembly Assistance.,2022,Ruidong Xi & Xiao Xiao & Tie-nan Ma & Zhi-Xin Yang,journals/ral/XiXMY22,https://doi.org/10.1109/LRA.2022.3164448
4008,Shape Recognition of a Tensegrity With Soft Sensor Threads and Artificial Muscles Using a Recurrent Neural Network.,2021,Wen-Yung Li & Atsushi Takata & Hiroyuki Nabae & Gen Endo & Koichi Suzumori,journals/ral/LiTNES21,https://doi.org/10.1109/LRA.2021.3091384
4009,Asymptotically Near-Optimal Methods for Kinodynamic Planning With Initial State Uncertainty.,2019,Kaiwen Liu & Yang Zhang & Andrew Dobson & Dmitry Berenson,journals/ral/LiuZDB19,https://doi.org/10.1109/LRA.2019.2899931
4010,BAFS: Bundle Adjustment With Feature Scale Constraints for Enhanced Estimation Accuracy.,2018,Vladimir Ovechkin & Vadim Indelman,journals/ral/OvechkinI18,https://doi.org/10.1109/LRA.2018.2792141
4011,Improving Visual Place Recognition Performance by Maximising Complementarity.,2021,Maria Waheed & Michael Milford & Klaus D. McDonald-Maier & Shoaib Ehsan,journals/ral/WaheedMME21,https://doi.org/10.1109/LRA.2021.3088779
4012,ChoiRbot: A ROS 2 Toolbox for Cooperative Robotics.,2021,Andrea Testa & Andrea Camisa & Giuseppe Notarstefano,journals/ral/TestaCN21,https://doi.org/10.1109/LRA.2021.3061366
4013,Self-Sensing Electro-Ribbon Actuators.,2020,Simon Bluett & Tim Helps & Majid Taghavi & Jonathan Rossiter,journals/ral/BluettHTR20,https://doi.org/10.1109/LRA.2020.2983677
4014,Design Principles of a High-Speed Omni-Scannable Gaze Controller.,2016,Koseki J. Kobayashi-Kirschvink & Hiromasa Oku,journals/ral/Kobayashi-Kirschvink16,https://doi.org/10.1109/LRA.2016.2524981
4015,Multi-Modal Non-Isotropic Light Source Modelling for Reflectance Estimation in Hyperspectral Imaging.,2022,Jasprabhjit Mehami & Raphael Falque & Teresa A. Vidal-Calleja & Alen Alempijevic,journals/ral/MehamiFVA22,https://doi.org/10.1109/LRA.2022.3192208
4016,An Analytical Solution to the IMU Initialization Problem for Visual-Inertial Systems.,2021,David Zuñiga-Noël & Francisco Angel Moreno & Javier González Jiménez,journals/ral/Zuniga-NoelMJ21,https://doi.org/10.1109/LRA.2021.3091407
4017,Forest: A Lightweight Semantic Image Descriptor for Robust Visual Place Recognition.,2022,Pengshuai Hou & Jie Chen 0030 & Jiwei Nie & Yubin Liu & Jie Zhao 0003,journals/ral/HouCNLZ22,https://doi.org/10.1109/LRA.2022.3219030
4018,Learning-Based Balance Control of Wheel-Legged Robots.,2021,Leilei Cui 0002 & Shuai Wang 0007 & Jingfan Zhang & Dongsheng Zhang & Jie Lai & Yu Zheng 0001 & Zhengyou Zhang & Zhong-Ping Jiang,journals/ral/CuiWZZLZZJ21,https://doi.org/10.1109/LRA.2021.3100269
4019,Fine-Grained Activity Recognition for Assembly Videos.,2021,Jonathan D. Jones & Cathryn S. Cortesa & Amy Lynne Shelton & Barbara Landau & Sanjeev Khudanpur & Gregory D. Hager,journals/ral/JonesCSLKH21,https://doi.org/10.1109/LRA.2021.3064149
4020,FireFly: An Insect-Scale Aerial Robot Powered by Electroluminescent Soft Artificial Muscles.,2022,Suhan Kim & Yi Hsuan Hsiao & Yu Fan Chen & Jie Mao & Yufeng Chen 0003,journals/ral/KimHCMC22,https://doi.org/10.1109/LRA.2022.3179486
4021,Novel Omnidirectional Aerial Manipulator With Elastic Suspension: Dynamic Control and Experimental Performance Assessment.,2021,Arda Yigit & Miguel Arpa Perozo & Loïc Cuvillon & Sylvain Durand & Jacques Gangloff,journals/ral/YigitPCDG21,https://doi.org/10.1109/LRA.2020.3048880
4022,Local One-Dimensional Motion Estimation Using FBG-Based Shape Sensing for Cardiac Applications.,2022,Omar Al-Ahmad & Mouloud Ourak & Johan Vlekken & Emmanuel B. Vander Poorten,journals/ral/Al-AhmadOVP22,https://doi.org/10.1109/LRA.2022.3186761
4023,Adversarial Training on Point Clouds for Sim-to-Real 3D Object Detection.,2021,Robert DeBortoli & Fuxin Li & Ashish Kapoor & Geoffrey A. Hollinger,journals/ral/DeBortoliLKH21,https://doi.org/10.1109/LRA.2021.3093869
4024,Optic Nerve Sheath Fenestration With a Multi-Arm Continuum Robot.,2020,Zisos Mitros & Seyedmohammadhadi Sadati & Carlo Seneci & Edward Bloch & Konrad Leibrandt & Mohsen Khadem & Lyndon Da Cruz & Christos Bergeles,journals/ral/MitrosSSBLKCB20,https://doi.org/10.1109/LRA.2020.3005129
4025,Bundled Gradients Through Contact Via Randomized Smoothing.,2022,Hyung Ju Terry Suh & Tao Pang & Russ Tedrake,journals/ral/SuhPT22,https://doi.org/10.1109/LRA.2022.3146931
4026,Layouts From Panoramic Images With Geometry and Deep Learning.,2018,Clara Fernandez-Labrador & Alejandro Pérez-Yus & Gonzalo López-Nicolás & Josechu J. Guerrero,journals/ral/Fernandez-Labrador18,https://doi.org/10.1109/LRA.2018.2850532
4027,Autonomous Tissue Retraction in Robotic Assisted Minimally Invasive Surgery - A Feasibility Study.,2020,Aleks Attanasio & Bruno Scaglioni & Matteo Leonetti & Alejandro F. Frangi & William Cross & Chandra Shekhar Biyani & Pietro Valdastri,journals/ral/AttanasioSLFCBV20,https://doi.org/10.1109/LRA.2020.3013914
4028,Tracker Meets Night: A Transformer Enhancer for UAV Tracking.,2022,Junjie Ye & Changhong Fu 0001 & Ziang Cao & Shan An & Guangze Zheng 0001 & Bowen Li,journals/ral/YeFCAZL22,https://doi.org/10.1109/LRA.2022.3146911
4029,Data-Efficient and Safe Learning for Humanoid Locomotion Aided by a Dynamic Balancing Model.,2020,Junhyeok Ahn & Jaemin Lee & Luis Sentis,journals/ral/AhnLS20,https://doi.org/10.1109/LRA.2020.2990743
4030,Trailer-Maneuverability in N-Trailer Structures.,2020,Maciej Marcin Michalek,journals/ral/Michalek20,https://doi.org/10.1109/LRA.2020.3005889
4031,"Corrections to: ""The Soft Compiler: A Web-Based Tool for the Design of Modular Pneumatic Circuits for Soft Robots"".",2022,Savita V. Kendre & Lauryn Whiteside & Tian Y. Fan & Jovanna A. Tracz & Gus T. Teran & Thomas C. Underwood & Mohammed E. Sayed & Haihui Joy Jiang & Adam A. Stokes & Daniel J. Preston & George M. Whitesides & Markus P. Nemitz,journals/ral/KendreWFTTUSJSP22a,https://doi.org/10.1109/LRA.2022.3201956
4032,Learning to Assemble: Estimating 6D Poses for Robotic Object-Object Manipulation.,2020,Stefan Stevsic & Sammy Christen & Otmar Hilliges,journals/ral/StevsicCH20,https://doi.org/10.1109/LRA.2020.2967325
4033,"Corrections to ""Probabilistic Completeness of RRT for Geometric and Kinodynamic Planning With Forward Propagation"".",2023,Michal Kleinbort & Kiril Solovey & Zakary Littlefield & Kostas E. Bekris & Dan Halperin,journals/ral/KleinbortSLBH23,https://doi.org/10.1109/LRA.2023.3236496
4034,Do Intermediate Gaits Matter When Rapidly Accelerating?,2019,Callen Fisher & Christian Hubicki & Amir Patel,journals/ral/FisherHP19,https://doi.org/10.1109/LRA.2019.2927952
4035,Polylidar - Polygons From Triangular Meshes.,2020,Jeremy D. Castagno & Ella M. Atkins,journals/ral/CastagnoA20,https://doi.org/10.1109/LRA.2020.3002212
4036,Robot-Based Training for People With Mild Cognitive Impairment.,2019,Denis Stogl & Oliver Armbruster & Michael Mende & Björn Hein & Xingbo Wang 0006 & Patric Meyer,journals/ral/StoglAMHWM19,https://doi.org/10.1109/LRA.2019.2898470
4037,Resilient Flocking for Mobile Robot Teams.,2017,Kelsey Saulnier & David Saldana & Amanda Prorok & George J. Pappas & Vijay Kumar 0001,journals/ral/SaulnierSPP017,https://doi.org/10.1109/LRA.2017.2655142
4038,A Self-Adaptive Motion Scaling Framework for Surgical Robot Remote Control.,2019,Dandan Zhang & Bo Xiao 0002 & Baoru Huang & Lin Zhang 0021 & Jindong Liu & Guang-Zhong Yang,journals/ral/ZhangXH0LY19,https://doi.org/10.1109/LRA.2018.2890200
4039,Kinematics-Based Adaptive Assistance of a Semi-Passive Upper-Limb Exoskeleton for Workers in Static and Dynamic Tasks.,2022,Lorenzo Grazi & Emilio Trigili & Noemi Caloi & Giulia Ramella & Francesco Giovacchini & Nicola Vitiello & Simona Crea,journals/ral/GraziTCRGVC22,https://doi.org/10.1109/LRA.2022.3188402
4040,Optimal Structure Synthesis for Environment Augmenting Robots.,2019,Tarik Tosun & Cynthia R. Sung & Colin McCloskey & Mark Yim,journals/ral/TosunSMY19,https://doi.org/10.1109/LRA.2019.2893879
4041,A Hierarchical Human-Robot Interaction-Planning Framework for Task Allocation in Collaborative Industrial Assembly Processes.,2017,Lars Johannsmeier & Sami Haddadin,journals/ral/JohannsmeierH17,https://doi.org/10.1109/LRA.2016.2535907
4042,An Inversion-Based Learning Approach for Improving Impromptu Trajectory Tracking of Robots With Non-Minimum Phase Dynamics.,2018,Siqi Zhou & Mohamed K. Helwa & Angela P. Schoellig,journals/ral/ZhouHS18,https://doi.org/10.1109/LRA.2018.2801471
4043,A Sigmoid-Colon-Straightening Soft Actuator With Peristaltic Motion for Colonoscopy Insertion Assistance: Easycolon.,2021,Hansoul Kim & Joonhwan Kim & Jaemin You & Seung Woo Lee & Ki-Uk Kyung & Dong-Soo Kwon,journals/ral/KimKYLKK21,https://doi.org/10.1109/LRA.2021.3060391
4044,Improving Road Segmentation in Challenging Domains Using Similar Place Priors.,2022,Connor Malone & Sourav Garg & Ming Xu 0015 & Thierry Peynot & Michael Milford,journals/ral/MaloneGXPM22,https://doi.org/10.1109/LRA.2022.3146894
4045,Kinematic Modeling of Magnetically-Actuated Robotic Catheter in Nonlinearly-Coupled Multi-Field.,2021,Jiaole Wang & Junnan Xue & Sishen Yuan & Jiewen Tan & Shuang Song 0002 & Max Q.-H. Meng,journals/ral/WangXYTSM21,https://doi.org/10.1109/LRA.2021.3104620
4046,A Structure for Fast Stiffness-Variation and Omnidirectional-Steering Continuum Manipulator.,2021,Zhiguang Xing & Fengxu Wang & Yiming Ji & David McCoul & Xinbo Wang & Jianwen Zhao,journals/ral/XingWJMWZ21,https://doi.org/10.1109/LRA.2020.3037858
4047,Robotics for Sugarcane Cultivation: Analysis of Billet Quality using Computer Vision.,2018,Moises Alencastre-Miranda & Joseph R. Davidson & Richard M. Johnson & Herman Waguespack & Hermano Igo Krebs,journals/ral/Alencastre-Miranda18,https://doi.org/10.1109/LRA.2018.2856999
4048,Coupled Task-Space Admittance Controller Using Dual Quaternion Logarithmic Mapping.,2020,Mariana de Paula Assis Fonseca & Bruno Vilhena Adorno & Philippe Fraisse,journals/ral/FonsecaAF20,https://doi.org/10.1109/LRA.2020.3010458
4049,Noise; But Not Uncoupled Stability; Reduces Realism and Likeability of Bilateral Teleoperation.,2016,Julie M. Walker & Nick Colonnese & Allison M. Okamura,journals/ral/WalkerCO16,https://doi.org/10.1109/LRA.2016.2521890
4050,Radar-Based Materials Classification Using Deep Wavelet Scattering Transform: A Comparison of Centimeter vs. Millimeter Wave Units.,2022,Rami N. Khushaba & Andrew John Hill,journals/ral/KhushabaH22,https://doi.org/10.1109/LRA.2022.3143200
4051,Robust Footstep Planning and LQR Control for Dynamic Quadrupedal Locomotion.,2021,Guiyang Xin & Songyan Xin & Oguzhan Cebe & Mathew Jose Pollayil & Franco Angelini & Manolo Garabini & Sethu Vijayakumar & Michael N. Mistry,journals/ral/XinXCPAGVM21,https://doi.org/10.1109/LRA.2021.3068695
4052,Volumetric Instance-Level Semantic Mapping Via Multi-View 2D-to-3D Label Diffusion.,2022,Ruben Mascaro & Lucas Teixeira & Margarita Chli,journals/ral/MascaroTC22,https://doi.org/10.1109/LRA.2022.3146502
4053,Bilateral Teleoperation With Adaptive Impedance Control for Contact Tasks.,2021,Youssef Michel & Rahaf Rahal & Claudio Pacchierotti & Paolo Robuffo Giordano & Dongheui Lee,journals/ral/MichelRPGL21,https://doi.org/10.1109/LRA.2021.3066974
4054,Learning Connectivity-Maximizing Network Configurations.,2022,Daniel Mox & Vijay Kumar 0001 & Alejandro Ribeiro,journals/ral/MoxKR22,https://doi.org/10.1109/LRA.2022.3146524
4055,Boosting Shape Registration Algorithms via Reproducing Kernel Hilbert Space Regularizers.,2019,Steven A. Parkison & Maani Ghaffari Jadidi & Lu Gan & Ray Zhang & Arash K. Ushani & Ryan M. Eustice,journals/ral/ParkisonJGZUE19,https://doi.org/10.1109/LRA.2019.2932865
4056,Real-Time Fully Incremental Scene Understanding on Mobile Platforms.,2018,Johanna Wald & Keisuke Tateno & Jürgen Sturm & Nassir Navab & Federico Tombari,journals/ral/WaldTSNT18,https://doi.org/10.1109/LRA.2018.2852782
4057,Reinforcement Learning for POMDP: Partitioned Rollout and Policy Iteration With Application to Autonomous Sequential Repair Problems.,2020,Sushmita Bhattacharya & Sahil Badyal & Thomas Wheeler & Stephanie Gil & Dimitri P. Bertsekas,journals/ral/BhattacharyaBWG20,https://doi.org/10.1109/LRA.2020.2978451
4058,Planning Maximum-Manipulability Cutting Paths.,2020,Tommaso Pardi & Valerio Ortenzi & Colin Fairbairn & Tony Pipe & Amir Masoud Ghalamzan Esfahani & Rustam Stolkin,journals/ral/PardiOFPES20,https://doi.org/10.1109/LRA.2020.2970949
4059,Decoupled Right Invariant Error States for Consistent Visual-Inertial Navigation.,2022,Yulin Yang & Chuchu Chen & Woosik Lee 0003 & Guoquan P. Huang 0001,journals/ral/YangCLH22,https://doi.org/10.1109/LRA.2021.3140054
4060,Kinematically Redundant Hybrid Robots With Simple Singularity Conditions and Analytical Inverse Kinematic Solutions.,2019,Kefei Wen & Clément Gosselin,journals/ral/WenG19,https://doi.org/10.1109/LRA.2019.2928756
4061,EKF-Based Real-Time Self-Attitude Estimation With Camera DNN Learning Landscape Regularities.,2021,Ryota Ozaki & Yoji Kuroda,journals/ral/OzakiK21,https://doi.org/10.1109/LRA.2021.3060442
4062,Extended Three-Dimensional Walking and Skating Motion Generation for Multiple Noncoplanar Contacts With Anisotropic Friction: Application to Walk and Skateboard and Roller Skate.,2019,Noriaki Takasugi & Kunio Kojima & Shunichi Nozawa & Fumihito Sugai & Youhei Kakiuchi & Kei Okada & Masayuki Inaba,journals/ral/TakasugiKNSKOI19,https://doi.org/10.1109/LRA.2018.2867796
4063,3D-Aware Scene Change Captioning From Multiview Images.,2020,Yue Qiu 0001 & Yutaka Satoh & Ryota Suzuki 0006 & Kenji Iwata & Hirokatsu Kataoka,journals/ral/QiuSSIK20,https://doi.org/10.1109/LRA.2020.3003290
4064,Wide Area Exploration System Using Passive-Follower Robots Towed by Multiple Winches.,2020,Jose Victorio Salazar Luces & Manami Hoshi & Yasuhisa Hirata,journals/ral/LucesHH20,https://doi.org/10.1109/LRA.2020.3013859
4065,Learning Inverse Kinodynamics for Accurate High-Speed Off-Road Navigation on Unstructured Terrain.,2021,Xuesu Xiao & Joydeep Biswas & Peter Stone,journals/ral/XiaoBS21,https://doi.org/10.1109/LRA.2021.3090023
4066,Relaxing Nonholonomic Constraints to Eliminate Chattering From Time-Optimal Control Solutions.,2017,Salah Bazzi & Elie A. Shammas & Daniel C. Asmar,journals/ral/BazziSA17,https://doi.org/10.1109/LRA.2017.2708162
4067,Fast Classification of Large Germinated Fields Via High-Resolution UAV Imagery.,2019,João Valente & Lammert Kooistra & Sander Mücher,journals/ral/ValenteKM19,https://doi.org/10.1109/LRA.2019.2926957
4068,Model Predictive Contouring Control for Collision Avoidance in Unstructured Dynamic Environments.,2019,Bruno Brito & Boaz Floor & Laura Ferranti & Javier Alonso-Mora,journals/ral/BritoFFA19,https://doi.org/10.1109/LRA.2019.2929976
4069,Aggressive Flight With Suspended Payloads Using Vision-Based Control.,2018,Sarah Y. Tang & Valentin Wüest & Vijay Kumar 0001,journals/ral/TangWK18,https://doi.org/10.1109/LRA.2018.2793305
4070,Sample-Efficient Learning of Deformable Linear Object Manipulation in the Real World Through Self-Supervision.,2022,Robert Lee & Masashi Hamaya & Takayuki Murooka & Yoshihisa Ijiri & Peter Corke,journals/ral/LeeHMIC22,https://doi.org/10.1109/LRA.2021.3130377
4071,Active SLAM With Prior Topo-Metric Graph Starting At Uncertain Position.,2022,Wuyang Xue & Rendong Ying & Fei Wen & Yuanpei Chen & Peilin Liu,journals/ral/XueYWCL22,https://doi.org/10.1109/LRA.2021.3133606
4072,Stable Learning-Based Tracking Control of Underactuated Balance Robots.,2021,Feng Han & Jingang Yi,journals/ral/HanY21,https://doi.org/10.1109/LRA.2021.3056324
4073,Android as a Receptionist in a Shopping Mall Using Inverse Reinforcement Learning.,2022,Zhichao Chen & Yutaka Nakamura & Hiroshi Ishiguro,journals/ral/ChenNI22,https://doi.org/10.1109/LRA.2022.3180042
4074,Limit Cycle Control Using Energy Function Regulation With Friction Compensation.,2016,Gianluca Garofalo & Christian Ott 0001,journals/ral/GarofaloO16,https://doi.org/10.1109/LRA.2015.2507784
4075,Automatic Targetless Calibration for LiDAR and Camera Based on Instance Segmentation.,2023,Chao Sun 0006 & Zhijie Wei & Wenyi Huang & Qianfei Liu & Bo Wang,journals/ral/SunWHLW23,https://doi.org/10.1109/LRA.2022.3191242
4076,Language-Driven Robot Manipulation With Perspective Disambiguation and Placement Optimization.,2022,Kaixiang Huang & Yuxuan Han & Jinze Wu & Fangzhou Qiu & Qing Tang,journals/ral/HuangHWQT22,https://doi.org/10.1109/LRA.2022.3146955
4077,Serially Actuated Locomotion for Soft Robots in Tube-Like Environments.,2017,Mark D. Gilbertson & Gillian McDonald & Gabriel Korinek & James D. Van de Ven & Timothy M. Kowalewski,journals/ral/GilbertsonMKVK17,https://doi.org/10.1109/LRA.2017.2662060
4078,Efficient Sampling-Based Maximum Entropy Inverse Reinforcement Learning With Application to Autonomous Driving.,2020,Zheng Wu & Liting Sun & Wei Zhan & Chenyu Yang & Masayoshi Tomizuka,journals/ral/WuSZYT20,https://doi.org/10.1109/LRA.2020.3005126
4079,A New Framework for Optimal Path Planning of Rectangular Robots Using a Weighted Lp Norm.,2017,Nak-seung Patrick Hyun & Patricio A. Vela & Erik I. Verriest,journals/ral/HyunVV17,https://doi.org/10.1109/LRA.2017.2673858
4080,Efficient Aerial-Aquatic Locomotion With a Single Propulsion System.,2017,Yu Herng Tan & Robert Siddall & Mirko Kovac,journals/ral/TanSK17,https://doi.org/10.1109/LRA.2017.2665689
4081,Learning Minimum-Time Flight in Cluttered Environments.,2022,Robert Penicka & Yunlong Song & Elia Kaufmann & Davide Scaramuzza 0001,journals/ral/PenickaSKS22,https://doi.org/10.1109/LRA.2022.3181755
4082,Assembly Planning by Subassembly Decomposition Using Blocking Reduction.,2019,James Watson & Tucker Hermans,journals/ral/WatsonH19,https://doi.org/10.1109/LRA.2019.2929995
4083,A Closed-Form Analytical Modeling of Internal Impulses With Application to Dynamic Machining Task: Biologically Inspired Dual-Arm Robotic Approach.,2018,Abid Imran & Byung-Ju Yi,journals/ral/ImranY18,https://doi.org/10.1109/LRA.2017.2760907
4084,Continuous Estimation of Lower Limb Joint Angles From Multi-Stream Signals Based on Knowledge Tracing.,2023,Xin Zhou & Can Wang 0002 & Liming Zhang & Jiaqing Liu & Guoyuan Liang & Xinyu Wu 0001,journals/ral/ZhouWZLLW23,https://doi.org/10.1109/LRA.2023.3235683
4085,Accurate and Efficient Seafloor Observations With Multiple Autonomous Underwater Vehicles: Theory and Experiments in a Hydrothermal Vent Field.,2019,Takumi Matsuda & Toshihiro Maki & Takashi Sakamaki,journals/ral/MatsudaMS19,https://doi.org/10.1109/LRA.2019.2902744
